id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
6560,00S,small_airport,McKenzie Bridge State Airport,44.181466,-122.086,1620.0,,US,US-OR,Blue River,no,,,00S,,https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport,
6581,01C,closed,Grant Airport,43.341701507568,-85.775001525879,815.0,,US,US-MI,Grant,no,01C,,01C,,https://en.wikipedia.org/wiki/Grant_Airport,
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4.0,OC,MH,MH-UTI,Utirik Island,yes,K03N,UTK,03N,,https://en.wikipedia.org/wiki/Utirik_Airport,
6740,03S,small_airport,Sandy River Airport,45.401798248291016,-122.22899627685548,704.0,,US,US-OR,Sandy,no,03S,,03S,,https://en.wikipedia.org/wiki/Sandy_River_Airport,
6847,05S,small_airport,Vernonia Airfield,45.85150146484375,-123.24199676513672,647.0,,US,US-OR,Vernonia,no,05S,,05S,,https://en.wikipedia.org/wiki/Vernonia_Airfield,
6868,06FA,small_airport,William P Gwinn Airport,26.90839958190918,-80.32890319824219,28.0,,US,US-FL,Jupiter,no,06FA,,06FA,,https://en.wikipedia.org/wiki/North_Palm_Beach_County_General_Aviation_Airport,
6924,07FA,small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8.0,,US,US-FL,Key Largo,no,07FA,OCA,07FA,https://www.oceanreef.com/community/private-airport-1345.html,https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport,
7006,08R,small_airport,Richmond Airport,41.489498,-71.620598,130.0,,US,US-RI,West Kingston,no,,,08R,,https://en.wikipedia.org/wiki/Richmond_Airport_(Rhode_Island),RI04
7048,09OR,heliport,Mid-Columbia Medical Center Heliport,45.587235,-121.163827,487.0,,US,US-OR,The Dalles,no,09OR,,09OR,,https://en.wikipedia.org/wiki/Mid-Columbia_Medical_Center_Heliport,
7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305.0,,US,US-AK,Pilot Station,yes,,PQS,0AK,,https://en.wikipedia.org/wiki/Pilot_Station_Airport,
7100,0B7,small_airport,Warren-Sugarbush Airport,44.1166992188,-72.8271026611,1470.0,,US,US-VT,Warren,no,0B7,,0B7,,https://en.wikipedia.org/wiki/Warren-Sugarbush_Airport,
7181,0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,1635.0,,US,US-MN,Grand Marais,no,0G5,,0G5,http://www.boreal.org/airport/,https://en.wikipedia.org/wiki/Grand_Marais/Cook_County_Seaplane_Base,Devil Track Resort
7270,0L4,small_airport,Lida Junction Airport,37.485801696777344,-117.19100189208984,4684.0,,US,US-NV,Goldfield,no,0L4,,0L4,,https://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680.0,,US,US-NV,Goldfield,no,NV50,,NV50,,https://en.wikipedia.org/wiki/Goldfield_Airport,0L5
7382,0N6,small_airport,Albanna Aviation Airport,39.012602,-75.533501,50.0,,US,US-DE,Felton,no,,,0N6,,https://web.archive.org/web/20170306030610/https://en.wikipedia.org/wiki/Henderson_Aviation_Airport,Henderson Aviation
7437,0O4,small_airport,Corning Municipal Airport,39.94359970092773,-122.1709976196289,292.0,,US,US-CA,Corning,no,0O4,,0O4,,https://en.wikipedia.org/wiki/Corning_Municipal_Airport_(California),
7463,0OR0,heliport,Providence Hospital Heliport,42.3386993408,-122.861999512,1350.0,,US,US-OR,Medford,no,0OR0,,0OR0,,https://en.wikipedia.org/wiki/Providence_Hospital_Heliport,
7508,0Q6,closed,Shingletown Airport,40.522099,-121.818001,3880.0,,US,US-CA,Shingletown,no,,,,,https://en.wikipedia.org/wiki/Shingletown_Airport,0Q6
7795,12S,small_airport,Monument Municipal Airport,44.8317985534668,-119.43000030517578,2323.0,,US,US-OR,Monument,no,12S,,12S,,https://en.wikipedia.org/wiki/Monument_Municipal_Airport,
7830,13MA,closed,Metropolitan Airport,42.223301,-72.311401,418.0,,US,US-MA,Palmer,no,,PMX,,,https://en.wikipedia.org/wiki/Metropolitan_Airport,"13MA, PMX"
7838,13NC,small_airport,Oak Grove Marine Corps Outlying Field,35.025006,-77.255945,27.0,,US,US-NC,Pollocksville,no,13NC,,13NC,,https://en.wikipedia.org/wiki/Marine_Corps_Outlying_Field_Oak_Grove,
7961,15OR,heliport,Camp Rilea Heliport,46.1159964394,-123.931392431,32.0,,US,US-OR,Warrenton,no,15OR,,15OR,,https://en.wikipedia.org/wiki/Camp_Rilea_Heliport,
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12.0,,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
8017,16S,small_airport,Myrtle Creek Municipal Airport,42.997157,-123.315412,619.0,,US,US-OR,Myrtle Creek,no,K16S,,16S,http://www.cityofmyrtlecreek.com/city_departments/airport.php,https://en.wikipedia.org/wiki/Myrtle_Creek_Municipal_Airport,Tri-City
8038,17FL,small_airport,Jumbolair-Greystone Airport,29.277416,-82.120709,100.0,,US,US-FL,Ocala,no,17FL,,17FL,,https://en.wikipedia.org/wiki/Greystone_Airport,
8067,17S,small_airport,Chehalem Airpark,45.32369995117188,-123.0540008544922,190.0,,US,US-OR,Newberg,no,17S,,17S,,https://en.wikipedia.org/wiki/Chehalem_Airpark,
8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50.0,,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,https://en.wikipedia.org/wiki/Icy_Bay_Airport,
8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0.0,,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
8174,1A8,small_airport,Empire Airport,40.577999,-119.352997,3990.0,,US,US-NV,Empire,no,18NV,,18NV,,https://en.wikipedia.org/wiki/Empire_Airport_(Nevada),1A8
8215,1B5,small_airport,Franconia Airport,44.195611,-71.751023,970.0,,US,US-NH,Franconia,no,,,1B5,,https://en.wikipedia.org/wiki/Franconia_Airport,
8220,1C9,small_airport,Frazier Lake Airpark,36.95330047607422,-121.46499633789062,151.0,,US,US-CA,Hollister,no,1C9,,1C9,,https://en.wikipedia.org/wiki/Frazier_Lake_Airpark,
8272,1F6,closed,Dolgeville Airport,43.116695,-74.749603,945.0,,US,US-NY,Dolgeville,no,,,,,https://en.wikipedia.org/wiki/Dolgeville_Airport,1F6
8273,1F7,small_airport,Airpark East Airport,32.81399917602539,-96.35220336914062,510.0,,US,US-TX,Dallas,no,1F7,,1F7,,https://en.wikipedia.org/wiki/Airpark_East_Airport,
8378,1K1,small_airport,Lloyd Stearman Field,37.77790069580078,-97.1135025024414,1364.0,,US,US-KS,Benton,no,1K1,,1K1,,https://en.wikipedia.org/wiki/Lloyd_Stearman_Field,
8402,1L4,small_airport,Kidwell Airport,35.30550003051758,-114.88300323486328,2605.0,,US,US-NV,Cal Nev Ari,no,1L4,,1L4,,https://en.wikipedia.org/wiki/Kidwell_Airport,
8428,1M7,small_airport,Fulton Airport,36.5259017944336,-88.91560363769531,400.0,,US,US-KY,Fulton,no,1M7,,1M7,,https://en.wikipedia.org/wiki/Fulton_Airport,
8509,1N2,small_airport,Spadaro Airport,40.82789993286133,-72.74870300292969,50.0,,US,US-NY,East Moriches,no,1N2,,1N2,,https://en.wikipedia.org/wiki/Spadaro_Airport,
8565,1O0,seaplane_base,Lake Woahink Seaplane Base,43.90420150756836,-124.11499786376952,39.0,,US,US-OR,Florence,no,1O0,,1O0,,https://en.wikipedia.org/wiki/Lake_Woahink_Seaplane_Base,
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258.0,,US,US-CA,Dunsmuir,no,KMHS,MHS,1O6,,https://en.wikipedia.org/wiki/Dunsmuir_Municipal-Mott_Airport,
8612,1P1,small_airport,Plymouth Municipal Airport,43.77920150756836,-71.75370025634766,505.0,,US,US-NH,Plymouth,no,1P1,,1P1,,https://en.wikipedia.org/wiki/Plymouth_Municipal_Airport_(New_Hampshire),
8638,1RL,small_airport,Point Roberts Airpark,48.97969818115234,-123.0790023803711,10.0,,US,US-WA,Point Roberts,no,1RL,,1RL,,https://en.wikipedia.org/wiki/Point_Roberts_Airpark,
8644,1S8,small_airport,Arlington Municipal Airport,45.722683,-120.176418,890.0,,US,US-OR,Arlington,no,,,1S8,,https://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Oregon),
8724,1W1,small_airport,Grove Field,45.62779998779297,-122.40399932861328,429.0,,US,US-WA,Camas,no,1W1,,1W1,,https://en.wikipedia.org/wiki/Grove_Field_Airport,
8725,1W3,small_airport,Mexico Farms Airport,39.60480117797852,-78.7605972290039,607.0,,US,US-MD,Cumberland,no,1W3,,1W3,,https://en.wikipedia.org/wiki/Mexico_Farms_Airport,
8732,1WA6,small_airport,Fall City Airport,47.55950164794922,-121.86399841308594,140.0,,US,US-WA,Fall City,no,1WA6,,1WA6,,https://en.wikipedia.org/wiki/Fall_City_Airport,
8753,1XA2,small_airport,Chase Field Industrial Airport,28.362444,-97.661917,190.0,,US,US-TX,Beeville,no,,NIR,TX2,,https://en.wikipedia.org/wiki/Chase_Field_Industrial_Complex,"1XA2, Naval Air Station Chase Field, Beeville Municipal Airport"
8774,1Z1,small_airport,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,4100.0,,US,US-AZ,Littlefield,no,,GCT,1Z1,,https://en.wikipedia.org/wiki/Grand_Canyon_Bar_10_Airport,Webbs Ranch
8860,21PA,closed,Ryon Heliport,40.6651,-76.186095,1100.0,,US,US-PA,Pottsville,no,,,,,https://en.wikipedia.org/wiki/Ryon_Heliport,21PA
9027,24S,small_airport,Pinehurst State Airport,42.110198974609375,-122.38300323486328,3638.0,,US,US-OR,Pinehurst,no,24S,,24S,,https://en.wikipedia.org/wiki/Pinehurst_State_Airport,
9082,25U,small_airport,Memaloose Airport,45.42770004272461,-116.69400024414062,6708.0,,US,US-OR,Imnaha,no,25U,,25U,,https://en.wikipedia.org/wiki/Memaloose_Airport,
9114,26N,small_airport,Ocean City Municipal Airport,39.26350021362305,-74.60749816894531,5.0,,US,US-NJ,Ocean City,no,26N,,26N,,https://en.wikipedia.org/wiki/Ocean_City_Municipal_Airport_(New_Jersey),
9181,27W,small_airport,Lake Wenatchee State Airport,47.81940078735352,-120.72000122070312,1939.0,,US,US-WA,Leavenworth,no,27W,,27W,,https://en.wikipedia.org/wiki/Lake_Wenatchee_State_Airport,
9228,28U,small_airport,Owyhee Reservoir State Airport,43.42490005493164,-117.34500122070312,2680.0,,US,US-OR,Owyhee,no,28U,,28U,,https://en.wikipedia.org/wiki/Owyhee_Reservoir_State_Airport,
9270,29OR,closed,Smith Private Airport,45.031465,-122.956952,180.0,,US,US-OR,Brooks,no,,,,,https://en.wikipedia.org/wiki/Smith_Private_Airport,29OR
9271,29PA,closed,Gardner Airport,40.555847,-75.645283,500.0,,US,US-PA,Breinigsville,no,,,,,https://en.wikipedia.org/wiki/Gardner_Airport_(Pennsylvania),29PA
9285,2A8,small_airport,Addison Municipal Airport,34.217038,-87.158353,786.0,,US,US-AL,Addison,no,,,2A8,,https://en.wikipedia.org/wiki/Addison_Municipal_Airport,
9330,2B9,small_airport,Post Mills Airport,43.8842010498,-72.2537002563,693.0,,US,US-VT,Post Mills,no,2B9,,2B9,,https://en.wikipedia.org/wiki/Post_Mills_Airport,
9402,2G8,small_airport,Gorham Airport,44.39310073852539,-71.19670104980469,835.0,,US,US-NH,Gorham,no,2G8,,2G8,,https://en.wikipedia.org/wiki/Gorham_Airport,
9422,2H3,small_airport,Cornell Municipal Airport,45.165501,-91.105698,1154.0,,US,US-WI,Cornell,no,4WI9,,4WI9,,https://en.wikipedia.org/wiki/Cornell_Municipal_Airport,2H3
9426,2I2,closed,Olive Hill-Sellers' Field,38.253700256348,-83.142997741699,1016.0,,US,US-KY,Olive Hill,no,2I2,,2I2,,https://en.wikipedia.org/wiki/Olive_Hill_Airport,
20770,2IG4,small_airport,Ed-Air Airport,38.851398468,-87.4997024536,426.0,,US,US-IN,Oaktown,no,I20,OTN,I20,http://www.edairinc.com/index.html,https://en.wikipedia.org/wiki/Ed-Air_Airport,"Formerly KOTN, Formerly OTN, 2IG4"
9476,2J0,small_airport,Wakulla County Airport,29.988973,-84.395763,11.0,,US,US-FL,Panacea,no,,,2J0,,https://en.wikipedia.org/wiki/Wakulla_County_Airport,
9485,2K5,small_airport,Telida Airport,63.393901824951,-153.26899719238,650.0,,US,US-AK,Telida,no,2K5,TLF,2K5,,https://en.wikipedia.org/wiki/Telida_Airport,
9666,2OG3,seaplane_base,Wiley's Seaplane Base,45.430999755859375,-122.6500015258789,12.0,,US,US-OR,Lake Oswego,no,2OG3,,2OG3,,https://en.wikipedia.org/wiki/Wiley's_Seaplane_Port,
9696,2OR1,small_airport,Big Muddy Ranch Airport,44.828499,-120.495003,1641.0,,US,US-OR,Fossil,no,2OR1,,2OR1,,https://en.wikipedia.org/wiki/Big_Muddy_Ranch_Airport,Rajneeshpuram
9702,2OR7,closed,Sweet Home Airport,44.399736,-122.683566,645.0,,US,US-OR,Sweet Home,no,,,,,https://en.wikipedia.org/wiki/Sweet_Home_Airport,"2OR7, Langmack Airfield, SH Aircraft Painting"
9737,2Q9,small_airport,Dyer Airport,37.60969924926758,-118.00599670410156,4899.0,,US,US-NV,Dyer,no,2Q9,,2Q9,,https://en.wikipedia.org/wiki/Dyer_Airport,
9742,2S2,small_airport,Beaver Marsh State Airport,43.12900161743164,-121.81800079345705,4638.0,,US,US-OR,Beaver Marsh,no,2S2,,2S2,,https://en.wikipedia.org/wiki/Beaver_Marsh_Airport,
9745,2S6,small_airport,Sportsman Airpark,45.29570007,-122.9550018,181.0,,US,US-OR,Newberg,no,2S6,,2S6,,https://en.wikipedia.org/wiki/Sportsman_Airpark,
9927,30M,small_airport,Ralph M Sharpe Airport,34.6589,-90.3763,195.0,,US,US-MS,Tunica,no,30M,,30M,,https://en.wikipedia.org/wiki/Ralph_M._Sharpe_Airport,
9937,30OR,small_airport,Bero Field,45.802601,-123.279999,700.0,,US,US-OR,Vernonia,no,30OR,,30OR,,https://en.wikipedia.org/wiki/Bero_Field,
10226,37I,small_airport,Troy Skypark Airport,39.990898,-84.2705,930.0,,US,US-OH,Troy,no,OH71,,OH71,,https://en.wikipedia.org/wiki/Troy_Skypark,37I
10337,39MO,small_airport,Gardner Airport,37.11869812011719,-93.20490264892578,1325.0,,US,US-MO,Springfield,no,39MO,,39MO,,https://en.wikipedia.org/wiki/Gardner_Airport_(Missouri),
10557,3L1,closed,Charlie Hammonds Seaplane Base,29.589899,-90.713402,5.0,,US,US-LA,Houma,no,,,,,https://en.wikipedia.org/wiki/Charlie_Hammonds_Seaplane_Base,3L1
10622,3MO,small_airport,Sean D Sheldon Memorial Airfield,38.0186,-93.6931,900.0,,US,US-MO,Osceola,no,23MU,,23MU,,https://en.wikipedia.org/wiki/Osceola_Municipal_Airport_(Missouri),"3MO, Osceola Municipal Airport"
46291,3NR3,small_airport,Transylvania Community Airport,35.270277,-82.644167,2110.0,,US,US-NC,Brevard,no,3NR3,,3NR3,http://www.transylvaniacommunityairport.com/,https://en.wikipedia.org/wiki/Transylvania_County_Airport,"22W, Transylvania County Airport"
10733,3OR5,heliport,Elkins Heliport,44.86009979248047,-123.03800201416016,550.0,,US,US-OR,Salem,no,3OR5,,3OR5,,https://en.wikipedia.org/wiki/Elkins_Heliport,
10770,3RU,small_airport,Rust Airstrip,33.3326,-84.401901,810.0,,US,US-GA,Woolsey,no,GA82,,GA82,,https://en.wikipedia.org/wiki/Rust_Airstrip,3RU
10773,3S6,small_airport,Toketee State Airport,43.2234992980957,-122.4209976196289,3361.0,,US,US-OR,Clearwater,no,3S6,,3S6,,https://en.wikipedia.org/wiki/Toketee_State_Airport,
10774,3S7,small_airport,Nehalem Bay State Airport,45.69820022583008,-123.93000030517578,22.0,,US,US-OR,Manzanita,no,3S7,,3S7,,https://en.wikipedia.org/wiki/Nehalem_Bay_State_Airport,
10785,3T7,small_airport,Middle Bass Island Airport,41.68510055541992,-82.80490112304688,580.0,,US,US-OH,Middle Bass Island,no,3T7,,3T7,,https://en.wikipedia.org/wiki/Middle_Bass_Island_Airport,
10857,3W2,small_airport,Put In Bay Airport,41.63669967651367,-82.82830047607422,595.0,,US,US-OH,Put In Bay,no,3W2,,3W2,,https://en.wikipedia.org/wiki/Put-in-Bay_Airport,
11002,42MI,closed,Midway Airport,42.215858,-84.806313,963.0,,US,US-MI,Albion,no,,,,,https://en.wikipedia.org/wiki/Midway_Airport_(Michigan),42MI
11071,44FD,closed,Epcot Center Ultralightport,28.353099823,-81.54699707030001,102.0,,US,US-FL,Lake Buena Vista,no,44FD,,44FD,,https://en.wikipedia.org/wiki/Epcot_Center_Ultralight_Flightpark,
11098,44T,small_airport,Hoskins Field,46.992438,-122.828003,213.0,,US,US-WA,Olympia,no,,,44T,https://wsdot.wa.gov/aviation/AllStateAirports/Olympia_HoskinsField.htm,https://en.wikipedia.org/wiki/Hoskins_Field_(Washington),WA44
11138,45S,small_airport,Silver Lake F S Strip,43.11100006103516,-121.09400177001952,4492.0,,US,US-OR,Silver Lake,no,45S,,45S,,https://en.wikipedia.org/wiki/Silver_Lake_Forest_Service_Strip,
345394,48LS,heliport,Our Lady of Lourdes Regional Medical Center Heliport,30.151714,-92.035722,30.0,,US,US-LA,Lafayette,no,48LS,,48LS,,https://en.wikipedia.org/wiki/Our_Lady_of_Lourdes_Regional_Medical_Center,
18795,48Y,small_airport,Piney Pinecreek Border Airport,48.99959945678711,-95.98259735107422,1078.0,,US,US-MN,Pinecreek,no,48Y,,48Y,,https://en.wikipedia.org/wiki/Piney_Pinecreek_Border_Airport,
11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17.0,,US,US-AK,Atmautluak,yes,,ATT,4A2,,https://en.wikipedia.org/wiki/Atmautluak_Airport,08AK
11487,4K5,small_airport,Ouzinkie Airport,57.925362,-152.496715,55.0,,US,US-AK,Ouzinkie,yes,,KOZ,4K5,,https://en.wikipedia.org/wiki/Ouzinkie_Airport,
11488,4KA,small_airport,Tununak Airport,60.575500488281,-165.27200317383,14.0,,US,US-AK,Tununak,no,4KA,TNK,4KA,,https://en.wikipedia.org/wiki/Tununak_Airport,
11581,4N0,small_airport,Newman's Airport,42.288813,-85.748949,840.0,,US,US-MI,Kalamazoo,no,,,4N0,,https://en.wikipedia.org/wiki/Newman's_Airport,
45946,4OR1,heliport,McNary ARNG Field Heliport,44.912,-123.001502752,209.0,,US,US-OR,Salem,yes,4OR1,,4OR1,,https://en.wikipedia.org/wiki/McNary_ARNG_Field_Heliport,
11675,4OR9,closed,Peace Harbor Hospital Heliport,43.973998,-124.116997,28.0,,US,US-OR,Florence,no,,,,,https://en.wikipedia.org/wiki/Peace_Harbor_Hospital_Heliport,4OR9
11703,4S4,small_airport,Skyport Airport,45.58259963989258,-123.0530014038086,174.0,,US,US-OR,Cornelius,no,4S4,,4S4,,https://en.wikipedia.org/wiki/Skyport_Airport,
11706,4S7,small_airport,Malin Airport,42.0009994506836,-121.39600372314452,4052.0,,US,US-OR,Malin,no,4S7,,4S7,,https://en.wikipedia.org/wiki/Malin_Airport,
11761,4U8,small_airport,Morrison Flight Park Ultralightport,39.022201538100006,-87.1875,520.0,,US,US-IN,Linton,no,,,0IN6,,https://en.wikipedia.org/wiki/Morrison_Flight_Park,4U8
11774,4W0,small_airport,Bandera State Airport,47.39540100097656,-121.53600311279295,1636.0,,US,US-WA,Bandera,no,4W0,,4W0,,https://en.wikipedia.org/wiki/Bandera_State_Airport,
11776,4W6,closed,Blaine Municipal Airport,48.990101,-122.732002,75.0,,US,US-WA,Blaine,no,,,,,https://en.wikipedia.org/wiki/Blaine_Municipal_Airport,"BWS, 4W6"
11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,,US,US-AK,Hyder,yes,,WHD,4Z7,,https://en.wikipedia.org/wiki/Hyder_Seaplane_Base,
11900,51Z,small_airport,Minto Al Wright Airport,65.1437,-149.369995,460.0,,US,US-AK,Minto,no,,MNT,51Z,,https://en.wikipedia.org/wiki/Minto_Airport,
12102,56OR,heliport,Mount Hood Medical Center Heliport,45.515936687,-122.406449318,338.0,,US,US-OR,Gresham,no,56OR,,56OR,,https://en.wikipedia.org/wiki/Mount_Hood_Medical_Center_Heliport,
12105,56S,small_airport,Seaside Municipal Airport,46.01649857,-123.9049988,12.0,,US,US-OR,Seaside,no,56S,,56S,,https://en.wikipedia.org/wiki/Seaside_Municipal_Airport,
12114,57A,seaplane_base,Tokeen Seaplane Base,55.9370994568,-133.32699585,,,US,US-AK,Tokeen,no,57A,TKI,57A,,https://en.wikipedia.org/wiki/Tokeen_Seaplane_Base,
12117,57AZ,small_airport,La Cholla Airpark,32.446633,-111.002898,2940.0,,US,US-AZ,Oro Valley,no,57AZ,,57AZ,,https://en.wikipedia.org/wiki/La_Cholla_Airpark,"tucson, la cholla"
12165,58F,closed,Lane Field,33.365398,-97.146103,700.0,,US,US-TX,Sanger,no,,,,,https://en.wikipedia.org/wiki/Lane_Field_Airport,58F
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66.0,,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,,https://en.wikipedia.org/wiki/Aleknagik_Airport,
12422,5J2,closed,Siltcoos Lake Seaplane Base,43.866501,-124.084999,9.0,,US,US-OR,Florence,no,,,,,https://en.wikipedia.org/wiki/Siltcoos_Lake_Seaplane_Base,5J2
12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,,US,US-AK,Ketchikan,yes,,WFB,5KE,,https://en.wikipedia.org/wiki/Ketchikan_Harbor_Seaplane_Base,
12515,5MO7,closed,St. John's Regional Medical Center Heliport,37.061501,-94.531303,1020.0,,US,US-MO,Joplin,no,,,,,https://en.wikipedia.org/wiki/Mercy_Hospital_Joplin,5MO7
12560,5NK,small_airport,Naknek Airport,58.735633,-157.02216,70.0,,US,US-AK,Naknek,no,,NNK,5NK,,https://en.wikipedia.org/wiki/Naknek_Airport,
12608,5OR2,closed,Bushnell Airport,45.103197,-123.425003,220.0,,US,US-OR,Sheridan,no,,,,,https://en.wikipedia.org/wiki/Bushnell_Airport,5OR2
12612,5OR6,heliport,Holy Rosary Medical Center Heliport,44.0256114696,-116.975815594,2155.0,,US,US-OR,Ontario,no,5OR6,,5OR6,,https://en.wikipedia.org/wiki/Holy_Rosary_Medical_Center_Heliport,
12649,5S1,small_airport,George Felt Airport,43.22480010986328,-123.39700317382812,428.0,,US,US-OR,Roseburg,no,5S1,,5S1,,https://en.wikipedia.org/wiki/George_Felt_Airport,
12650,5S4,small_airport,Toledo State Airport,44.60100173950195,-123.94000244140624,7.0,,US,US-OR,Toledo,no,5S4,,5S4,,https://en.wikipedia.org/wiki/Toledo_State_Airport,
12651,5S5,small_airport,Lake Billy Chinook State Airport,44.519805,-121.3196,2695.0,,US,US-OR,Culver,no,,,5S5,,https://en.wikipedia.org/wiki/Lake_Billy_Chinook_Airport,
12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,36.0,,US,US-AK,Katmai National Park,no,5Z9,BKF,5Z9,,https://en.wikipedia.org/wiki/Lake_Brooks_Seaplane_Base,
12820,61J,heliport,Portland Downtown Heliport,45.52502,-122.670704,78.0,,US,US-OR,Portland,no,,,61J,,https://en.wikipedia.org/wiki/Portland_Downtown_Heliport,
12906,63K,small_airport,Hillside Airport,38.82109832763672,-94.60970306396484,1025.0,,US,US-KS,Stilwell,no,63K,,63K,,https://en.wikipedia.org/wiki/Hillside_Airport,
12946,64I,small_airport,Lee Bottom Airport,38.631198883057,-85.443603515625,470.0,,US,US-IN,Hanover,no,64I,,64I,http://www.leebottom.com/index.html,https://en.wikipedia.org/wiki/Lee_Bottom_Airport,II93
12989,65GA,closed,Morris Army Airfield,33.615002,-84.346389,966.0,,US,US-GA,Fort Gillem,no,,,,,https://en.wikipedia.org/wiki/Morris_Army_Airfield,"FOP, 65GA"
12995,65LA,small_airport,Southern Seaplane Airport,29.866078,-90.021608,,,US,US-LA,Belle Chasse,no,65LA,BCS,65LA,http://southernseaplane.com/cms/?page_id=460,https://en.wikipedia.org/wiki/Southern_Seaplane_Airport,
608,69S,small_airport,Avey Field State/Laurier Airport,48.998264,-118.222605,1655.0,,US,US-WA,Laurier,no,,,69S,,https://en.wikipedia.org/wiki/Avey_Field_State_Airport,Avey Field State Airport
13199,6B0,small_airport,Middlebury State Airport,43.9847984314,-73.09590148929999,490.0,,US,US-VT,Middlebury,no,6B0,,6B0,,https://en.wikipedia.org/wiki/Middlebury_State_Airport,
13202,6B6,small_airport,Minute Man Air Field,42.46049880981445,-71.51789855957031,268.0,,US,US-MA,Stow,no,6B6,,6B6,,https://en.wikipedia.org/wiki/Minute_Man_Air_Field,
13203,6C0,small_airport,Eldora Airport,42.330183,-93.114286,979.0,,US,US-IA,Eldora,no,,,27P,https://www.iowadot.gov/aviation/data_driven/publications/System_plan_reports/SPR6C0.pdf,https://en.wikipedia.org/wiki/Eldora_Municipal_Airport,"6C0, Eldora Municipal"
13215,6CL0,closed,Majors Airport,35.5261,-119.101997,640.0,,US,US-CA,Bakersfield,no,,,,,https://en.wikipedia.org/wiki/Majors_Airport_(California),6CL0
13320,6K2,small_airport,Shelby County Airport,39.812599182128906,-92.05020141601562,766.0,,US,US-MO,Shelbyville,no,6K2,,6K2,,https://en.wikipedia.org/wiki/Shelby_County_Airport_(Missouri),
13355,6MA0,seaplane_base,Lake Gardner Seaplane Base,42.86149978637695,-70.94339752197266,87.0,,US,US-MA,Amesbury,no,6MA0,,6MA0,,https://en.wikipedia.org/wiki/Lake_Gardner_Seaplane_Base,
13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,,,US,US-NY,New York,yes,,QNY,6N7,,https://en.wikipedia.org/wiki/New_York_Skyports_Inc._Seaplane_Base,
13443,6NK,small_airport,Syracuse Suburban Airport,43.26499938964844,-76.1781005859375,400.0,,US,US-NY,Syracuse,no,6NK,,6NK,,https://en.wikipedia.org/wiki/Syracuse_Suburban_Airport,
13485,6OK6,small_airport,Earl Henry Airport,36.7958984375,-97.3170013428,1054.0,,US,US-OK,Blackwell,no,6OK6,BWL,6OK6,,https://en.wikipedia.org/wiki/Earl_Henry_Airport,
13493,6OR5,heliport,Meridian Park Hospital Heliport,45.3780192213,-122.739767432,215.0,,US,US-OR,Tualatin,no,6OR5,,6OR5,,https://en.wikipedia.org/wiki/Meridian_Park_Hospital_Heliport,
13497,6OR9,small_airport,Reds Wallowa Horse Ranch Airport,45.344952,-117.627096,3600.0,,US,US-OR,Enterprise,no,,,68D,,https://en.wikipedia.org/wiki/Reds_Wallowa_Horse_Ranch_Airport,6OR9
13528,6S4,small_airport,Davis Airport,44.74570083618164,-122.4209976196289,1026.0,,US,US-OR,Gates,no,6S4,,6S4,,https://en.wikipedia.org/wiki/Davis_Airport_(Oregon),
13529,6S6,small_airport,Powers Airport,42.86959838867188,-124.05899810791016,326.0,,US,US-OR,Powers,no,6S6,,6S6,,https://en.wikipedia.org/wiki/Powers_Airport,
13634,6Y8,small_airport,Welke Airport,45.72119903564453,-85.52030181884766,664.0,,US,US-MI,Beaver Island,no,6Y8,,6Y8,,https://en.wikipedia.org/wiki/Welke_Airport,
